362,Columbia Rd @ Holden St,42.31871,-71.06357
1504,Hancock St @ Bird St,42.314891,-71.065955
12932,Columbia Rd @ Bird St,42.314492,-71.067211
2932,Columbia Rd @ Glendale St,42.312835,-71.068184
2912,Columbia Rd @ Glendale St,42.312642,-71.068632
1506,Hancock St @ Trull St,42.312677,-71.064654
407,Warren St @ Townsend St,42.316227,-71.083032
1331,Humboldt Ave @ Wyoming St,42.315716,-71.08735
1585,Blue Hill Ave @ Brunswick St,42.311448,-71.081148
410,Warren St @ Waumbeck St,42.313262,-71.083653
388,Warren St @ Gaston St,42.313452,-71.08356
1567,Blue Hill Ave @ Intervale St,42.311776,-71.080747
387,Warren St @ Intervale St,42.312317,-71.08298
15660,Blue Hill Ave @ Devon St,42.310723,-71.081571
1586,Blue Hill Av @ Stanwood St,42.310143,-71.082173
23,E Broadway @ I St,42.335495,-71.04012
24,E Broadway @ K St,42.335528,-71.037553
280,E 8th St @ I St,42.331426,-71.039724
42,E Broadway @ K St,42.335626,-71.037312
